Speech2vec Vocab,Speech2vec Pairwise Cosine Similarity,Word2vec Vocab,Word2vec Pairwise Cosine Similarity
inventor,,inventor,
emperor's,,emperor's,
plato,,plato,
aloft,,aloft,
thorpe,,thorpe,
horrors,,horrors,
moisture,,moisture,
composure,,composure,
vigor,,vigor,
arabella,,arabella,
acute,,acute,
otter,,otter,
stammered,,stammered,
resemble,,resemble,
confidential,,confidential,
sage,,sage,
exile,,exile,
babe,,babe,
specimen,,specimen,
palaces,,palaces,
lain,,lain,
continues,,continues,
differences,,differences,
muddy,,muddy,
snakes,,snakes,
rattle,,rattle,
missionary,,missionary,
disliked,,disliked,
achieved,,achieved,
perished,,perished,
uneasily,,uneasily,
strife,,strife,
theories,,theories,
cuts,,cuts,
link,,link,
persian,,persian,
regained,,regained,
attempting,,attempting,
oft,,oft,
fainted,,fainted,
wickedness,,wickedness,
prompt,,prompt,
anne's,,anne's,
pharaoh,,pharaoh,
morn,,morn,
insolent,,insolent,
withdraw,,withdraw,
lewis,,lewis,
gleamed,,gleamed,
fascinating,,fascinating,
lava,,lava,
publicly,,publicly,
prevail,,prevail,
grapes,,grapes,
rusty,,rusty,
rug,,rug,
rats,,rats,
clergy,,clergy,
proportions,,proportions,
clue,,clue,
uproar,,uproar,
jewel,,jewel,
bald,,bald,
alarming,,alarming,
rainbow,,rainbow,
indispensable,,indispensable,
ascending,,ascending,
matches,,matches,
salary,,salary,
objections,,objections,
conclusions,,conclusions,
oppression,,oppression,
constituted,,constituted,
whirled,,whirled,
brand,,brand,
proceeds,,proceeds,
practise,,practise,
splendour,,splendour,
possibilities,,possibilities,
products,,products,
ribbons,,ribbons,
democracy,,democracy,
robbery,,robbery,
finely,,finely,
scrap,,scrap,
biggest,,biggest,
elinor,,elinor,
monotonous,,monotonous,
taxes,,taxes,
muffled,,muffled,
saloon,,saloon,
ulysses,,ulysses,
votes,,votes,
majesty's,,majesty's,
expert,,expert,
shady,,shady,
crouched,,crouched,
buying,,buying,
swaying,,swaying,
snowy,,snowy,
prejudices,,prejudices,
another's,,another's,
wheeled,,wheeled,
muslin,,muslin,
errors,,errors,
mused,,mused,
timidly,,timidly,
slide,,slide,
helmet,,helmet,
indulge,,indulge,
teresa,,teresa,
joys,,joys,
emptied,,emptied,
obscurity,,obscurity,
beauties,,beauties,
higgins,,higgins,
ton,,ton,
daybreak,,daybreak,
lynde,,lynde,
captains,,captains,
subsequent,,subsequent,
afar,,afar,
precautions,,precautions,
feebly,,feebly,
conference,,conference,
mainly,,mainly,
sweetly,,sweetly,
shabby,,shabby,
repeatedly,,repeatedly,
depression,,depression,
skies,,skies,
canada,,canada,
assuming,,assuming,
vile,,vile,
fluttered,,fluttered,
arisen,,arisen,
wider,,wider,
restaurant,,restaurant,
asia,,asia,
stables,,stables,
bricks,,bricks,
jupiter,,jupiter,
afresh,,afresh,
partially,,partially,
reluctantly,,reluctantly,
horribly,,horribly,
hamlet,,hamlet,
involuntary,,involuntary,
greet,,greet,
nature's,,nature's,
francisco,,francisco,
drum,,drum,
strive,,strive,
packing,,packing,
telegram,,telegram,
novels,,novels,
otto,,otto,
prodigious,,prodigious,
monastery,,monastery,
clutched,,clutched,
tilney,,tilney,
assuredly,,assuredly,
luminous,,luminous,
countrymen,,countrymen,
saul,,saul,
alongside,,alongside,
grinned,,grinned,
lasting,,lasting,
rewarded,,rewarded,
lesser,,lesser,
skirts,,skirts,
preservation,,preservation,
grushenka,,grushenka,
inheritance,,inheritance,
goats,,goats,
disgusted,,disgusted,
channels,,channels,
utterance,,utterance,
unique,,unique,
firmness,,firmness,
shaded,,shaded,
carolina,,carolina,
schemes,,schemes,
banished,,banished,
betwixt,,betwixt,
destroying,,destroying,
tour,,tour,
semi,,semi,
joyfully,,joyfully,
mutton,,mutton,
scrambled,,scrambled,
precaution,,precaution,
jaw,,jaw,
obedient,,obedient,
berries,,berries,
simultaneously,,simultaneously,
signature,,signature,
ivan,,ivan,
earthquake,,earthquake,
conjecture,,conjecture,
montgomery,,montgomery,
tough,,tough,
trumpet,,trumpet,
behavior,,behavior,
homely,,homely,
uncle's,,uncle's,
associations,,associations,
daresay,,daresay,
plantation,,plantation,
termed,,termed,
vegetation,,vegetation,
isolated,,isolated,
sydney,,sydney,
ascend,,ascend,
wagons,,wagons,
attendance,,attendance,
infancy,,infancy,
clubs,,clubs,
trivial,,trivial,
paula,,paula,
legend,,legend,
nought,,nought,
englishmen,,englishmen,
indulged,,indulged,
marshal,,marshal,
duly,,duly,
imaginary,,imaginary,
courteous,,courteous,
breeches,,breeches,
sonya,,sonya,
skeleton,,skeleton,
twelfth,,twelfth,
creed,,creed,
covers,,covers,
damon,,damon,
disappearance,,disappearance,
clumsy,,clumsy,
creator,,creator,
constitute,,constitute,
asylum,,asylum,
magazine,,magazine,
novelty,,novelty,
rash,,rash,
girdle,,girdle,
loneliness,,loneliness,
receives,,receives,
interference,,interference,
overheard,,overheard,
twist,,twist,
astonishing,,astonishing,
abbey,,abbey,
draws,,draws,
perfume,,perfume,
oyster,,oyster,
calamity,,calamity,
electricity,,electricity,
ohio,,ohio,
coral,,coral,
invalid,,invalid,
mess,,mess,
lifetime,,lifetime,
eventually,,eventually,
honors,,honors,
ticket,,ticket,
preference,,preference,
banner,,banner,
memorable,,memorable,
jug,,jug,
ravine,,ravine,
beryl,,beryl,
traversed,,traversed,
superstition,,superstition,
eyelids,,eyelids,
pre,,pre,
successive,,successive,
vizier,,vizier,
struggles,,struggles,
fan,,fan,
sights,,sights,
physicians,,physicians,
accurate,,accurate,
parent,,parent,
attire,,attire,
imprisonment,,imprisonment,
monument,,monument,
shrink,,shrink,
restrained,,restrained,
tranquillity,,tranquillity,
flatter,,flatter,
flaming,,flaming,
sting,,sting,
ingenuity,,ingenuity,
oaks,,oaks,
brooding,,brooding,
poisoned,,poisoned,
traps,,traps,
bryce,,bryce,
diminished,,diminished,
shilling,,shilling,
disciples,,disciples,
paws,,paws,
shorter,,shorter,
daisy,,daisy,
shirley,,shirley,
parson,,parson,
belly,,belly,
implied,,implied,
submission,,submission,
repetition,,repetition,
penetrate,,penetrate,
anew,,anew,
coroner,,coroner,
hairs,,hairs,
rocking,,rocking,
greedy,,greedy,
recognise,,recognise,
beaver,,beaver,
cheering,,cheering,
interruption,,interruption,
silvery,,silvery,
victorious,,victorious,
aimed,,aimed,
victoria,,victoria,
attributes,,attributes,
echoes,,echoes,
quoted,,quoted,
howl,,howl,
verge,,verge,
shifted,,shifted,
sturdy,,sturdy,
martian,,martian,
stead,,stead,
gratified,,gratified,
merits,,merits,
shutting,,shutting,
naval,,naval,
costs,,costs,
recovering,,recovering,
sentimental,,sentimental,
prompted,,prompted,
balcony,,balcony,
fairest,,fairest,
text,,text,
lucian,,lucian,
requisite,,requisite,
dad,,dad,
jelly,,jelly,
proprietor,,proprietor,
enveloped,,enveloped,
prostrate,,prostrate,
supporting,,supporting,
writings,,writings,
dripping,,dripping,
baking,,baking,
treason,,treason,
vow,,vow,
monseigneur,,monseigneur,
schooner,,schooner,
cultivation,,cultivation,
particles,,particles,
conventional,,conventional,
revived,,revived,
punch,,punch,
tons,,tons,
contradiction,,contradiction,
revolt,,revolt,
watches,,watches,
mexican,,mexican,
flattered,,flattered,
sketch,,sketch,
vault,,vault,
slice,,slice,
canoes,,canoes,
debate,,debate,
suicide,,suicide,
cuthbert,,cuthbert,
antiquity,,antiquity,
joint,,joint,
succeeding,,succeeding,
slippers,,slippers,
outstretched,,outstretched,
tapped,,tapped,
thereafter,,thereafter,
airship,,airship,
spaces,,spaces,
code,,code,
edition,,edition,
ultimately,,ultimately,
allusion,,allusion,
sombre,,sombre,
weeds,,weeds,
pinch,,pinch,
illuminated,,illuminated,
scandal,,scandal,
scissors,,scissors,
sermon,,sermon,
traveled,,traveled,
canadian,,canadian,
hello,,hello,
sour,,sour,
decisive,,decisive,
afore,,afore,
ter,,ter,
random,,random,
ideals,,ideals,
canyon,,canyon,
tips,,tips,
viewed,,viewed,
divorce,,divorce,
distributed,,distributed,
aversion,,aversion,
jonathan,,jonathan,
balin,,balin,
luggage,,luggage,
diet,,diet,
resign,,resign,
fortress,,fortress,
knives,,knives,
taylor,,taylor,
detained,,detained,
cable,,cable,
gregg,,gregg,
phrases,,phrases,
latch,,latch,
tunnel,,tunnel,
frenzy,,frenzy,
identical,,identical,
onto,,onto,
insignificant,,insignificant,
jenny,,jenny,
supposition,,supposition,
frogs,,frogs,
manor,,manor,
singularly,,singularly,
stump,,stump,
flocks,,flocks,
lodged,,lodged,
churchyard,,churchyard,
fragrant,,fragrant,
overcoat,,overcoat,
plaster,,plaster,
giants,,giants,
excursion,,excursion,
devoured,,devoured,
circus,,circus,
suggestions,,suggestions,
glowed,,glowed,
fascinated,,fascinated,
eleventh,,eleventh,
entreated,,entreated,
rulers,,rulers,
margin,,margin,
spur,,spur,
indescribable,,indescribable,
banners,,banners,
serves,,serves,
pretence,,pretence,
rebel,,rebel,
elapsed,,elapsed,
confederate,,confederate,
joining,,joining,
casual,,casual,
cyrus,,cyrus,
awaken,,awaken,
consulting,,consulting,
fisher,,fisher,
worker,,worker,
coolness,,coolness,
harp,,harp,
baggage,,baggage,
wearily,,wearily,
brisk,,brisk,
scales,,scales,
relics,,relics,
stages,,stages,
bedside,,bedside,
payment,,payment,
thickly,,thickly,
damn,,damn,
angles,,angles,
displeasure,,displeasure,
entertaining,,entertaining,
adapted,,adapted,
gratify,,gratify,
perilous,,perilous,
crab,,crab,
expedient,,expedient,
disguised,,disguised,
sustain,,sustain,
photograph,,photograph,
produces,,produces,
williams,,williams,
phineas,,phineas,
treacherous,,treacherous,
workman,,workman,
alternative,,alternative,
defarge,,defarge,
hardened,,hardened,
argued,,argued,
truths,,truths,
financial,,financial,
gracefully,,gracefully,
chalk,,chalk,
sparks,,sparks,
blackness,,blackness,
onions,,onions,
thorn,,thorn,
forwards,,forwards,
bumble,,bumble,
lump,,lump,
offensive,,offensive,
charley,,charley,
review,,review,
racing,,racing,
rosa,,rosa,
blinded,,blinded,
magistrates,,magistrates,
encouraging,,encouraging,
arranging,,arranging,
delights,,delights,
swollen,,swollen,
flanders,,flanders,
hesitating,,hesitating,
ruddy,,ruddy,
nasty,,nasty,
scott,,scott,
meets,,meets,
butcher,,butcher,
ungrateful,,ungrateful,
kenneth,,kenneth,
marianne,,marianne,
cough,,cough,
penalty,,penalty,
valued,,valued,
exclusively,,exclusively,
choking,,choking,
legged,,legged,
logic,,logic,
jeff,,jeff,
controlled,,controlled,
reeds,,reeds,
milan,,milan,
calhoun,,calhoun,
chaos,,chaos,
fouquet,,fouquet,
subjected,,subjected,
impulses,,impulses,
aristocracy,,aristocracy,
plunder,,plunder,
aching,,aching,
impelled,,impelled,
dispersed,,dispersed,
striped,,striped,
groom,,groom,
grotesque,,grotesque,
humility,,humility,
surveyed,,surveyed,
plank,,plank,
grated,,grated,
bout,,bout,
drain,,drain,
blake,,blake,
accidental,,accidental,
superb,,superb,
worthless,,worthless,
catastrophe,,catastrophe,
reasonably,,reasonably,
posted,,posted,
representing,,representing,
farms,,farms,
dawned,,dawned,
bud,,bud,
devices,,devices,
statements,,statements,
whites,,whites,
richest,,richest,
handy,,handy,
strengthened,,strengthened,
overtook,,overtook,
planchet,,planchet,
shiver,,shiver,
humiliation,,humiliation,
handling,,handling,
rescued,,rescued,
honored,,honored,
gladness,,gladness,
denial,,denial,
charges,,charges,
universally,,universally,
columbia,,columbia,
vine,,vine,
selfishness,,selfishness,
gordon,,gordon,
phantom,,phantom,
eastward,,eastward,
steed,,steed,
companionship,,companionship,
hymn,,hymn,
fists,,fists,
eloquent,,eloquent,
pickwick,,pickwick,
disdain,,disdain,
spears,,spears,
eccentric,,eccentric,
speculation,,speculation,
smoothly,,smoothly,
recess,,recess,
pausing,,pausing,
ecstasy,,ecstasy,
width,,width,
von,,von,
clerks,,clerks,
magnetic,,magnetic,
ex,,ex,
heaven's,,heaven's,
perpetually,,perpetually,
trials,,trials,
veiled,,veiled,
starving,,starving,
freckles,,freckles,
melody,,melody,
sexes,,sexes,
quicker,,quicker,
inspection,,inspection,
borders,,borders,
merciful,,merciful,
corrected,,corrected,
privately,,privately,
knitting,,knitting,
dismounted,,dismounted,
auspicious,,auspicious,
favoured,,favoured,
bat,,bat,
booth,,booth,
labours,,labours,
comprehension,,comprehension,
stunned,,stunned,
extinguished,,extinguished,
drug,,drug,
blunt,,blunt,
jehovah,,jehovah,
sized,,sized,
lawrence,,lawrence,
provoked,,provoked,
trod,,trod,
wipe,,wipe,
dusky,,dusky,
voluntary,,voluntary,
topic,,topic,
rubber,,rubber,
resisted,,resisted,
embarked,,embarked,
curly,,curly,
fixing,,fixing,
oblige,,oblige,
toilet,,toilet,
factories,,factories,
currents,,currents,
mortals,,mortals,
celestial,,celestial,
presenting,,presenting,
professed,,professed,
contributed,,contributed,
diameter,,diameter,
accounted,,accounted,
communion,,communion,
competition,,competition,
convict,,convict,
eminence,,eminence,
rattled,,rattled,
hateful,,hateful,
wales,,wales,
scottish,,scottish,
blossom,,blossom,
fearfully,,fearfully,
destitute,,destitute,
traffic,,traffic,
stress,,stress,
wig,,wig,
bin,,bin,
allowance,,allowance,
rattling,,rattling,
securing,,securing,
lilies,,lilies,
pang,,pang,
resume,,resume,
airy,,airy,
glaring,,glaring,
galloped,,galloped,
hopeful,,hopeful,
demonstration,,demonstration,
massachusetts,,massachusetts,
ash,,ash,
peter's,,peter's,
rouse,,rouse,
ridicule,,ridicule,
especial,,especial,
restoration,,restoration,
twinkling,,twinkling,
undertook,,undertook,
traitor,,traitor,
drown,,drown,
cromwell,,cromwell,
senior,,senior,
dominion,,dominion,
tooth,,tooth,
cushions,,cushions,
distracted,,distracted,
loveliest,,loveliest,
routine,,routine,
populace,,populace,
confinement,,confinement,
quivered,,quivered,
peppino,,peppino,
attentions,,attentions,
quiver,,quiver,
excused,,excused,
lukashka,,lukashka,
anti,,anti,
gilded,,gilded,
valet,,valet,
weaker,,weaker,
offend,,offend,
fritz,,fritz,
ginger,,ginger,
worms,,worms,
headquarters,,headquarters,
crushing,,crushing,
threats,,threats,
twin,,twin,
juliet,,juliet,
kingdoms,,kingdoms,
rugged,,rugged,
exhaustion,,exhaustion,
baskets,,baskets,
males,,males,
mast,,mast,
git,,git,
beckoned,,beckoned,
executioner,,executioner,
buttered,,buttered,
prices,,prices,
appreciated,,appreciated,
streaming,,streaming,
raymond,,raymond,
pathetic,,pathetic,
swelling,,swelling,
unbroken,,unbroken,
singer,,singer,
zarathustra,,zarathustra,
enters,,enters,
distribution,,distribution,
passenger,,passenger,
lance,,lance,
strove,,strove,
marsh,,marsh,
leapt,,leapt,
bridges,,bridges,
festival,,festival,
obstacles,,obstacles,
sighing,,sighing,
wears,,wears,
stray,,stray,
whirlwind,,whirlwind,
rely,,rely,
doctrines,,doctrines,
speedy,,speedy,
choosing,,choosing,
unkind,,unkind,
ingredients,,ingredients,
void,,void,
athens,,athens,
stationed,,stationed,
specific,,specific,
reconciled,,reconciled,
sway,,sway,
frail,,frail,
threat,,threat,
cleaned,,cleaned,
carroll,,carroll,
hauled,,hauled,
hire,,hire,
access,,access,
joyce,,joyce,
clasping,,clasping,
shift,,shift,
patted,,patted,
abstract,,abstract,
gentleness,,gentleness,
chickens,,chickens,
drooping,,drooping,
badger,,badger,
awakening,,awakening,
accidents,,accidents,
boffin,,boffin,
violin,,violin,
rabbits,,rabbits,
comte,,comte,
herbs,,herbs,
drinks,,drinks,
engines,,engines,
robinson,,robinson,
pennsylvania,,pennsylvania,
tortured,,tortured,
breach,,breach,
hens,,hens,
wailing,,wailing,
breeding,,breeding,
sandford,,sandford,
operate,,operate,
adversary,,adversary,
vines,,vines,
jewish,,jewish,
lowering,,lowering,
flee,,flee,
indication,,indication,
therewith,,therewith,
traveler,,traveler,
gait,,gait,
dipped,,dipped,
explosion,,explosion,
removal,,removal,
insane,,insane,
hailed,,hailed,
tedious,,tedious,
lonesome,,lonesome,
penetrating,,penetrating,
carpenter,,carpenter,
muscle,,muscle,
dwellings,,dwellings,
wouldst,,wouldst,
devote,,devote,
magnificence,,magnificence,
deliverance,,deliverance,
selection,,selection,
blamed,,blamed,
excuses,,excuses,
unreasonable,,unreasonable,
satan,,satan,
mechanism,,mechanism,
verdict,,verdict,
elevated,,elevated,
affliction,,affliction,
burial,,burial,
witches,,witches,
thompson,,thompson,
premises,,premises,
folding,,folding,
lord's,,lord's,
warn't,,warn't,
necessities,,necessities,
garret,,garret,
despairing,,despairing,
profoundly,,profoundly,
barred,,barred,
stations,,stations,
coals,,coals,
inherited,,inherited,
cemetery,,cemetery,
flutter,,flutter,
nun,,nun,
annual,,annual,
fulton,,fulton,
prophecy,,prophecy,
operator,,operator,
shutters,,shutters,
orderly,,orderly,
blindly,,blindly,
blooming,,blooming,
ammunition,,ammunition,
snapping,,snapping,
regiments,,regiments,
entry,,entry,
wisest,,wisest,
hopped,,hopped,
spirited,,spirited,
oppressive,,oppressive,
grieve,,grieve,
stature,,stature,
rubbish,,rubbish,
benches,,benches,
eames,,eames,
announce,,announce,
inasmuch,,inasmuch,
hazel,,hazel,
plead,,plead,
impress,,impress,
fishermen,,fishermen,
carol,,carol,
soothing,,soothing,
valiant,,valiant,
nursing,,nursing,
administered,,administered,
honoured,,honoured,
graces,,graces,
paw,,paw,
aunt's,,aunt's,
nile,,nile,
boarding,,boarding,
stored,,stored,
persistent,,persistent,
beak,,beak,
partial,,partial,
trotted,,trotted,
summon,,summon,
affecting,,affecting,
kat,,kat,
footing,,footing,
flask,,flask,
supernatural,,supernatural,
grinding,,grinding,
projected,,projected,
reduce,,reduce,
stony,,stony,
bravery,,bravery,
warmed,,warmed,
sly,,sly,
dean,,dean,
consist,,consist,
rostov,,rostov,
obstinacy,,obstinacy,
spoon,,spoon,
drawers,,drawers,
der,,der,
utility,,utility,
harriet,,harriet,
compromise,,compromise,
clump,,clump,
cowardly,,cowardly,
lawful,,lawful,
evans,,evans,
sliding,,sliding,
blacks,,blacks,
arab,,arab,
tito,,tito,
toys,,toys,
gore,,gore,
preaching,,preaching,
arises,,arises,
franklin,,franklin,
noblest,,noblest,
forlorn,,forlorn,
stem,,stem,
bathing,,bathing,
familiarity,,familiarity,
missy,,missy,
inland,,inland,
slices,,slices,
bertram,,bertram,
brink,,brink,
rein,,rein,
howling,,howling,
starve,,starve,
comforts,,comforts,
snuff,,snuff,
endurance,,endurance,
flank,,flank,
lone,,lone,
earle,,earle,
reckoning,,reckoning,
spurs,,spurs,
govern,,govern,
tangled,,tangled,
acceptance,,acceptance,
caps,,caps,
burton,,burton,
entreat,,entreat,
luke,,luke,
worshipped,,worshipped,
describing,,describing,
delusion,,delusion,
displeased,,displeased,
barking,,barking,
landlady,,landlady,
ale,,ale,
waverley,,waverley,
crude,,crude,
dmitri,,dmitri,
sprinkled,,sprinkled,
sue,,sue,
african,,african,
oneself,,oneself,
sickly,,sickly,
bustle,,bustle,
theater,,theater,
warfare,,warfare,
insect,,insect,
silken,,silken,
renders,,renders,
roubles,,roubles,
sports,,sports,
richer,,richer,
ordinarily,,ordinarily,
influenced,,influenced,
jersey,,jersey,
constitutional,,constitutional,
injure,,injure,
strewn,,strewn,
broth,,broth,
cove,,cove,
crawling,,crawling,
enclosure,,enclosure,
castles,,castles,
congratulate,,congratulate,
destructive,,destructive,
cling,,cling,
adored,,adored,
activities,,activities,
litter,,litter,
peg,,peg,
smashed,,smashed,
nemo,,nemo,
monarchy,,monarchy,
hannah,,hannah,
sorely,,sorely,
tremulous,,tremulous,
languid,,languid,
